City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,taranagar,28.6709,75.0351,15.37,31,0,1.55,IN,1701995065
283,mouila,-1.8685,11.0559,23.36,98,93,0.46,GA,1701995065
284,tabou,4.423,-7.3528,26.67,79,30,3.4,CI,1701995066
285,kurumkan,54.3,110.3,-22.15,93,35,1.79,RU,1701995059
286,el calafate,-50.3408,-72.2768,16.65,51,56,3.52,AR,1701995067
287,miastko,54.0028,16.9826,-1.62,96,99,3.09,PL,1701995067
288,nova sintra,14.8667,-24.7167,22.15,68,77,3.37,CV,1701995068
289,ulety,51.3572,112.4849,-21.7,80,97,6.64,RU,1701995068
290,mumford,5.2618,-0.759,26.78,82,100,3.62,GH,1701995069
291,saldanha,-33.0117,17.9442,16.92,92,3,4.27,ZA,1701995069
292,nchelenge,-9.3451,28.734,21.25,87,34,1.45,ZM,1701995070
293,pyay,18.8167,95.2167,22.2,78,70,0.54,MM,1701995070
294,grants pass,42.439,-123.3284,8.33,92,100,0.0,US,1701995071
295,zavodskoy,43.4597,132.2922,-7.23,49,75,2.0,RU,1701995071
296,itoman,26.1247,127.6694,20.01,64,20,3.6,JP,1701994602
297,yarmouth,41.7057,-70.2286,0.54,67,40,5.81,US,1701995073
298,tommot,58.9564,126.2925,-34.7,98,100,0.76,RU,1701995074
299,kirensk,57.7853,108.1119,-44.46,100,93,0.89,RU,1701995074
300,klaksvik,62.2266,-6.589,6.51,79,99,12.98,FO,1701994986
301,sao joao da barra,-21.6403,-41.0511,22.05,84,1,9.41,BR,1701994568
302,bonthe,7.5264,-12.505,26.32,83,7,2.29,SL,1701994570
303,uruzgan,32.8333,66.0,3.6,31,1,0.82,AF,1701995076
304,gustrow,53.7972,12.1734,-0.56,100,100,3.09,DE,1701995076
305,myanaung,18.2833,95.3167,22.54,79,55,0.51,MM,1701995077
306,alofi,-19.0595,-169.9187,29.94,70,75,5.14,NU,1701995077
307,humberto de campos,-2.5983,-43.4611,26.51,79,29,3.5,BR,1701995078
308,as sulayyil,20.4607,45.5779,16.14,34,51,2.58,SA,1701995079
309,al khafji,28.4391,48.4913,20.3,43,0,1.69,SA,1701994838
310,natal,-5.795,-35.2094,26.42,77,66,5.06,BR,1701994399
311,cadale,2.7603,46.3222,26.52,72,15,6.55,SO,1701995080
312,dwarka,22.2394,68.9678,22.63,54,0,4.76,IN,1701994578
313,varzea da palma,-17.5981,-44.7308,25.3,41,0,1.08,BR,1701995081
314,akjoujt,19.6969,-14.4164,21.76,12,69,4.35,MR,1701995081
315,yerofey pavlovich,53.9667,121.9667,-25.15,90,100,1.07,RU,1701995082
316,kununurra,-15.7667,128.7333,32.99,55,82,2.57,AU,1701994595
317,luderitz,-26.6481,15.1594,16.14,80,0,5.73,NA,1701994572
318,kaga bandoro,6.9896,19.1874,24.06,73,79,1.18,CF,1701995083
319,tvoroyri,61.5556,-6.8111,6.93,81,100,15.46,FO,1701995083
320,vadso,70.0744,29.7487,-9.91,85,75,8.75,NO,1701995084
321,kourou,5.1552,-52.6478,27.03,93,28,3.59,GF,1701995084
322,bodaybo,57.8506,114.1933,-30.73,98,100,0.84,RU,1701995085
323,la'ie,21.6477,-157.9253,28.58,61,16,0.45,US,1701995085
324,colonia,50.9333,6.95,3.87,76,20,5.66,DE,1701995079
325,portland,45.5234,-122.6762,9.08,91,75,3.6,US,1701994630
326,vilkaviskis,54.6517,23.0322,-6.3,90,100,4.16,LT,1701995086
327,carbonear,47.7332,-53.2148,-1.53,82,94,8.62,CA,1701995087
328,muravlenko,63.7898,74.523,-24.04,97,100,6.76,RU,1701995087
329,mugia,43.1041,-9.2179,13.42,75,70,9.81,ES,1701995088
330,sovetskoye,52.2861,85.4131,-15.7,82,100,3.34,RU,1701995088
331,llanes,43.4198,-4.7549,13.48,83,100,6.05,ES,1701995089
332,sandpoint,48.2766,-116.5533,3.91,97,100,1.54,US,1701995089
333,ridgecrest,35.6225,-117.6709,17.92,33,20,6.26,US,1701995090
334,gadzhiyevo,69.2551,33.3362,-15.74,98,79,6.65,RU,1701995090
335,curuan,7.2053,122.2331,27.96,78,64,1.25,PH,1701995091
336,ankazoabo,-22.2833,44.5167,23.47,64,21,2.95,MG,1701995091
337,port blair,11.6667,92.75,25.02,94,20,1.03,IN,1701995092
338,kill devil hills,36.0307,-75.676,7.21,66,0,4.63,US,1701994832
339,sidney,-33.8679,151.2073,36.86,56,0,3.6,AU,1701994959
340,kimbe,-5.5502,150.1429,28.53,80,81,1.45,PG,1701995093
341,barah,13.7,30.3667,19.11,26,13,4.79,SD,1701995093
342,maardu,59.4767,25.025,-8.55,74,0,4.63,EE,1701995094
343,salinas,36.6777,-121.6555,15.55,79,100,3.6,US,1701995005
344,puerto ayacucho,5.6639,-67.6236,25.0,89,99,2.45,VE,1701995094
345,daru,-9.0763,143.2092,29.39,64,80,3.37,PG,1701995095
346,pandan,14.0453,124.1694,28.09,71,98,2.59,PH,1701995095
347,zouerate,22.7187,-12.4521,18.99,35,100,3.49,MR,1701995096
348,rongelap,11.1635,166.8941,27.45,83,11,9.47,MH,1701994530
349,bridgewater,44.3835,-64.5155,-2.18,87,61,5.66,CA,1701995096
350,ola,59.5833,151.2833,-7.14,85,100,7.63,RU,1701995097
351,callao,-12.0667,-77.15,24.29,77,40,4.12,PE,1701994265
352,arraial do cabo,-22.9661,-42.0278,27.92,65,0,7.72,BR,1701995098
353,rio casca,-20.2261,-42.6508,24.93,58,1,0.68,BR,1701995098
354,pavlodar,52.3,76.95,-28.11,76,0,4.0,KZ,1701994921
355,san andres,12.5847,-81.7006,29.01,74,20,4.63,CO,1701995099
356,kudepsta,43.4944,39.8964,12.03,76,20,6.0,RU,1701995099
357,paso de los libres,-29.7131,-57.0899,20.05,81,0,3.52,AR,1701995100
358,dolni dabnik,43.4,24.4333,1.9,93,100,2.06,BG,1701995100
359,al muwayh,22.4333,41.7583,18.29,28,0,4.52,SA,1701995101
360,ta`u,-14.2336,-169.5144,27.23,83,81,5.31,AS,1701994472
361,alaghsas,17.0187,8.0168,20.65,17,51,3.46,NE,1701995102
362,minas de marcona,-15.2119,-75.1103,15.74,77,13,6.68,PE,1701995102
363,sinop,41.7711,34.8709,8.7,80,92,3.77,TR,1701995103
364,nemuro,43.3236,145.575,1.45,57,60,12.46,JP,1701995104
365,talodi,10.6325,30.3797,24.12,20,9,2.62,SD,1701995104
366,tanhacu,-14.0214,-41.2481,24.9,56,24,3.44,BR,1701995105
367,vatra dornei,47.35,25.3667,-0.8,90,100,0.71,RO,1701995105
368,lebu,-37.6167,-73.65,12.61,86,0,6.78,CL,1701995106
369,dhuusamarreeb,5.535,46.3861,22.5,70,43,6.51,SO,1701995106
370,freetown,8.484,-13.2299,26.4,81,2,3.42,SL,1701994936
371,san pedro pochutla,15.7333,-96.4667,27.84,67,13,2.15,MX,1701994530
372,port-vila,-17.7338,168.3219,28.78,74,100,6.69,VU,1701995108
373,padina,45.1181,20.7272,2.92,98,100,2.47,RS,1701995108
374,coracora,-15.0333,-73.7833,13.33,51,91,2.18,PE,1701995109
375,ballina,-28.8667,153.5667,26.33,66,1,2.7,AU,1701995109
376,bac lieu,9.285,105.7244,25.82,84,99,5.0,VN,1701995110
377,monticello,45.3055,-93.7941,7.97,71,40,4.63,US,1701994932
378,przemkow,51.5253,15.7944,0.6,99,96,1.69,PL,1701995111
379,cidade velha,14.9167,-23.6167,24.26,78,20,6.17,CV,1701995112
380,cedeira,43.6797,-8.0209,12.22,77,63,10.08,ES,1701995113
381,guiuan,11.0333,125.7247,27.25,82,11,5.33,PH,1701995113
382,new norfolk,-42.7826,147.0587,22.06,21,98,1.06,AU,1701995114
383,abalak,58.1286,68.5944,-31.47,95,6,1.98,RU,1701995115
384,skovorodino,53.9833,123.9167,-25.17,95,96,1.08,RU,1701995115
385,dundaga,57.5167,22.35,-5.68,93,100,4.71,LV,1701995116
386,brioude,45.1667,3.4167,5.7,88,100,2.91,FR,1701995116
387,tindouf,27.6711,-8.1474,17.25,51,40,2.06,DZ,1701995117
388,bikenibeu village,1.3673,173.1241,27.98,89,75,3.6,KI,1701995117
389,poronaysk,49.2167,143.1167,-1.3,70,100,6.61,RU,1701995118
390,mullovka,54.2,49.4,-26.1,98,22,1.83,RU,1701994825
391,mount pearl,47.5166,-52.7813,-2.25,85,75,11.83,CA,1701994555
392,california city,35.1258,-117.9859,13.25,44,0,13.38,US,1701995119
393,loyew,51.9458,30.7953,-4.29,95,100,3.99,BY,1701995120
394,ghat,24.9647,10.1728,14.91,34,0,2.88,LY,1701995094
395,rehoboth,-23.3167,17.0833,24.76,21,3,2.43,NA,1701995120
396,lethbridge,49.7,-112.8186,0.45,93,100,2.57,CA,1701994644
397,san patricio,28.017,-97.5169,22.13,74,100,5.8,US,1701995121
398,tolanaro,-25.0319,46.9987,23.04,88,40,5.14,MG,1701995122
399,fort bragg,35.139,-79.006,9.34,56,0,2.06,US,1701995122
400,souillac,-20.5167,57.5167,25.21,94,75,0.0,MU,1701995123
401,koungou,-12.7336,45.2042,27.84,83,20,2.57,YT,1701995123
402,kudahuvadhoo,2.6708,72.8944,28.02,76,100,9.7,MV,1701995123
403,lompoc,34.6391,-120.4579,17.08,67,0,11.83,US,1701994922
404,vorgashor,67.5833,63.95,-25.66,98,100,1.82,RU,1701995124
405,dakoro,14.5106,6.765,20.11,16,97,3.98,NE,1701995125
406,katsuura,35.1333,140.3,12.75,43,0,3.21,JP,1701995125
407,kruisfontein,-34.0033,24.7314,14.94,68,0,4.19,ZA,1701995126
408,richards bay,-28.783,32.0377,21.48,93,87,6.61,ZA,1701994497
409,belomorsk,64.5232,34.7668,-19.89,99,53,1.23,RU,1701995126
410,severnoye,56.3491,78.3619,-37.79,100,49,1.79,RU,1701995127
411,raja,8.4596,25.678,22.5,21,15,1.67,SS,1701995128
412,gereida,11.2811,25.1414,21.29,18,81,3.57,SD,1701995128
413,corinto,37.9407,22.9573,13.27,71,6,4.03,GR,1701995128
414,sengiley,53.9622,48.7944,-25.13,100,99,2.05,RU,1701995129
415,ndende,-2.4008,11.3581,23.21,98,100,0.84,GA,1701995129
416,tosontsengel,48.7567,98.2839,-28.21,99,75,0.46,MN,1701995130
417,adrar,20.5022,-10.0711,18.64,13,48,4.84,MR,1701995130
418,noshiro,40.2039,140.0242,8.46,56,65,7.1,JP,1701995131
419,hammerfest,70.6634,23.6821,-4.75,68,0,7.72,NO,1701995132
420,dubuque,42.4833,-90.8668,8.33,66,0,5.66,US,1701994888
421,enewetak,11.3474,162.3373,27.77,78,89,9.03,MH,1701995133
422,zabol,32.25,67.25,2.95,37,1,3.1,AF,1701995133
423,calvi,42.5,8.8333,5.35,71,100,2.57,FR,1701995134
424,gaspe,48.8334,-64.4819,-3.88,68,100,6.69,CA,1701995134
425,sitka,57.0531,-135.33,3.94,87,100,0.0,US,1701994865
426,nenjiang,49.1833,125.2167,-12.76,95,100,4.04,CN,1701995136
427,opuwo,-18.0607,13.84,23.18,38,98,1.31,NA,1701995136
428,mariehamn,60.0973,19.9348,1.57,75,100,6.17,AX,1701995137
429,rio grande,-32.035,-52.0986,19.06,78,51,9.13,BR,1701994590
430,scottburgh,-30.2867,30.7532,18.52,83,20,2.3,ZA,1701995137
431,kranjska gora,46.4839,13.7894,-2.78,93,8,1.59,SI,1701995138
432,morondava,-20.2833,44.2833,26.86,82,55,4.63,MG,1701995138
433,la ronge,55.1001,-105.2842,-3.86,80,40,1.54,CA,1701995139
434,mirny,62.5353,113.9611,-44.87,57,75,0.89,RU,1701995139
435,polyarnyy,69.1989,33.4478,-14.98,96,70,6.87,RU,1701995140
436,hilo,19.7297,-155.09,26.85,73,40,5.66,US,1701994991
437,palmer,42.1584,-72.3287,-0.29,80,75,0.0,US,1701994597
438,dolores,-36.3132,-57.6792,14.22,81,1,3.59,AR,1701995141
439,ketchikan,55.3422,-131.6461,4.26,93,100,0.0,US,1701995141
440,lobito,-12.3481,13.5456,26.1,85,100,2.63,AO,1701995142
441,fort mcmurray,56.7268,-111.381,-3.23,80,0,3.09,CA,1701995142
442,vila velha,-20.3297,-40.2925,26.97,84,0,8.23,BR,1701995142
443,lata,40.1629,-8.3327,12.73,95,49,2.16,PT,1701994600
444,kyshtovka,56.555,76.6271,-36.48,100,30,1.79,RU,1701994934
445,weno,7.4515,151.8468,27.97,83,100,5.14,FM,1701995143
446,bubaque,11.2833,-15.8333,27.61,72,21,5.73,GW,1701995144
447,santa luzia,-19.7697,-43.8514,27.5,56,0,2.06,BR,1701995144
448,ayakudi,10.45,77.55,22.95,91,49,0.61,IN,1701995145
449,tura,25.5198,90.2201,15.88,97,100,1.71,IN,1701995145
450,nadi,-17.8,177.4167,32.0,58,40,7.2,FJ,1701995145
451,maralal,1.0968,36.698,14.01,77,4,1.6,KE,1701995146
452,lerwick,60.1545,-1.1494,6.0,78,100,16.11,GB,1701995146
453,mora,11.0461,14.1401,22.38,19,44,2.79,CM,1701995147
454,armavir,44.9892,41.1234,2.38,95,100,6.95,RU,1701995147
455,kangding,30.0513,101.9603,8.54,56,100,2.29,CN,1701994588
456,tabas,33.5959,56.9244,12.2,25,23,1.24,IR,1701995148
457,prince rupert,54.3161,-130.3201,4.83,83,100,4.12,CA,1701995148
458,andovoranto,-18.95,49.1,22.2,88,12,2.3,MG,1701995149
459,yei,4.095,30.6779,20.96,63,9,1.23,SS,1701995149
460,ankazobe,-18.3167,47.1167,17.05,87,38,1.75,MG,1701995149
461,antigonish,45.6169,-61.9986,-0.1,86,98,1.79,CA,1701995150
462,dryden,49.7833,-92.7503,2.16,80,100,2.57,CA,1701995150
463,zhigalovo,54.8097,105.1578,-36.78,99,21,0.89,RU,1701995151
464,smithers,54.7804,-127.1743,-4.82,93,100,2.57,CA,1701995151
465,regina,50.4501,-104.6178,2.06,96,100,6.69,CA,1701994614
466,yichang,30.7144,111.2847,12.49,57,100,1.61,CN,1701995152
467,gunnison,38.7,-107.0673,0.47,80,36,2.3,US,1701995152
468,puerto princesa,9.7392,118.7353,28.99,74,20,4.12,PH,1701995153
469,asbestos,45.7668,-71.9324,-14.02,100,71,1.14,CA,1701995153
470,castillos,-34.1667,-53.8333,15.62,81,20,5.34,UY,1701995153
471,thulamahashi,-24.7246,31.1994,22.28,95,28,1.66,ZA,1701995154
472,vakarai,55.6035,23.8213,-5.71,90,100,3.99,LT,1701995154
473,carutapera,-1.195,-46.02,26.08,84,56,2.99,BR,1701995155
474,lasem,-6.6922,111.4527,27.16,81,99,2.26,ID,1701995155
475,jindabyne,-36.4167,148.6333,27.08,37,99,4.96,AU,1701995155
476,saynshand,44.8824,110.1163,-10.23,85,97,5.36,MN,1701995156
477,sawakin,19.1059,37.3321,26.44,77,7,2.08,SD,1701995156
478,bodo,67.28,14.405,-2.98,63,75,12.35,NO,1701995156
479,planaltina,-15.4528,-47.6142,22.33,46,20,1.82,BR,1701995157
480,iranshahr,27.2025,60.6848,12.19,16,0,3.09,IR,1701994941
481,margate,51.3813,1.3862,9.39,95,100,4.92,GB,1701994872
482,duki,30.1541,68.5728,9.4,30,0,1.38,PK,1701995158
483,anori,-3.7728,-61.6442,28.75,63,78,0.96,BR,1701995158
484,corralillo,22.9819,-80.5856,21.95,66,52,5.62,CU,1701995159
485,dunedin,-45.8742,170.5036,17.45,53,66,1.64,NZ,1701995159
486,miramar beach,30.3744,-86.3586,12.21,78,0,0.0,US,1701995139
487,ponta delgada,37.7333,-25.6667,19.4,94,75,5.66,PT,1701995160
488,marilia,-22.2139,-49.9458,20.87,91,76,4.24,BR,1701995160
489,novodvinsk,64.4165,40.8122,-26.81,99,65,1.76,RU,1701995161
490,barcelos,41.5388,-8.6151,15.08,86,82,6.16,PT,1701995162
491,pujili,-0.95,-78.6833,13.05,87,75,4.12,EC,1701995162
492,villa yapacani,-17.4,-63.8333,22.98,96,44,1.42,BO,1701995163
493,tapes,-30.6733,-51.3958,19.7,82,99,7.57,BR,1701995163
494,upington,-28.4478,21.2561,20.0,42,0,5.15,ZA,1701995164
495,sisimiut,66.9395,-53.6735,-5.1,73,100,2.69,GL,1701995164
496,kousseri,12.0769,15.0306,20.98,30,22,1.54,CM,1701995165
497,colchani,-20.3,-66.9333,16.28,40,24,6.38,BO,1701995165
498,tibiri,13.5627,7.0485,20.34,17,100,4.29,NE,1701995166
499,covington,39.0837,-84.5086,10.62,64,0,3.6,US,1701995073
500,dhidhdhoo,6.8833,73.1,28.45,79,100,8.47,MV,1701995167
501,jieshi,22.8134,115.8257,17.01,71,94,3.69,CN,1701995167
502,uzgen,40.7699,73.3007,5.46,38,100,0.27,KG,1701995168
503,aasiaat,68.7098,-52.8699,-11.94,87,100,1.39,GL,1701995168
504,saint-pierre,-21.3393,55.4781,23.82,88,100,1.54,RE,1701995168
505,choibalsan,48.0667,114.5,-16.66,92,99,4.0,MN,1701995169
506,saint-philippe,-21.3585,55.7679,23.77,86,65,3.77,RE,1701995169
507,salinopolis,-0.6136,-47.3561,27.4,81,51,5.03,BR,1701995170
508,victorica,-36.2151,-65.4359,23.24,36,10,7.56,AR,1701995170
509,whitehorse,60.7161,-135.0538,-3.88,85,75,6.17,CA,1701995171
510,mil'kovo,55.6078,37.7956,-12.27,100,99,2.36,RU,1701995171
511,burang,30.25,81.1667,-13.88,52,0,1.8,CN,1701995172
512,porto novo,6.4965,2.6036,28.9,83,100,3.0,BJ,1701995172
513,gornji milanovac,44.0333,20.45,1.05,98,100,1.45,RS,1701995173
514,miri,4.4148,114.0089,26.08,89,20,2.57,MY,1701995173
515,walvis bay,-22.9575,14.5053,16.16,86,12,4.22,NA,1701995174
516,ca mau,9.1769,105.15,24.67,90,98,2.48,VN,1701995174
517,pokhara,28.2333,83.9833,12.5,81,56,1.06,NP,1701995175
518,mashhad,36.297,59.6062,8.08,46,0,2.06,IR,1701995175
519,wajir,1.7471,40.0573,25.42,74,0,4.33,KE,1701995176
520,benque viejo el carmen,17.075,-89.1392,21.53,98,60,1.55,BZ,1701995176
521,al jawf,29.5,38.75,16.47,62,25,5.2,SA,1701995177
522,cururupu,-1.8283,-44.8683,24.88,87,15,1.56,BR,1701995177
523,maloye ganyushkino,46.6,49.2667,-1.82,62,58,6.65,KZ,1701995178
524,berdigestyakh,62.0989,126.6992,-36.92,97,100,1.87,RU,1701995179
525,tynda,55.1667,124.7167,-29.55,99,100,0.76,RU,1701995179
526,lubny,50.0163,32.9969,-2.86,93,100,5.76,UA,1701995180
527,kavaratti,10.5669,72.642,27.93,66,78,2.69,IN,1701995180
528,brandon,27.9378,-82.2859,18.35,82,0,2.57,US,1701995148
529,buka,40.8108,69.1986,4.4,59,100,1.79,UZ,1701995181
530,aykhal,66.0,111.5,-27.37,99,99,2.21,RU,1701994885
531,valvedditturai,9.8167,80.1667,26.58,80,50,2.11,LK,1701995182
532,baglung,28.2719,83.5898,12.01,90,76,0.89,NP,1701995182
533,murun-kuren,49.6342,100.1625,-17.53,70,4,4.95,MN,1701995183
534,tayshet,55.9342,98.0044,-35.65,100,66,1.21,RU,1701995183
535,essaouira,31.5125,-9.77,18.72,72,100,6.17,MA,1701994906
536,hillsdale,41.0026,-74.0404,4.43,83,20,3.09,US,1701995130
537,greymouth,-42.4667,171.2,16.14,61,44,3.75,NZ,1701994965
538,onega,63.9061,38.1404,-22.0,99,50,2.19,RU,1701995185
539,manchester,53.4809,-2.2374,7.52,92,96,1.54,GB,1701995102
540,major isidoro,-9.5322,-36.985,24.62,77,93,5.1,BR,1701995186
541,nikolayevsk-on-amure,53.1406,140.73,-8.98,79,100,3.87,RU,1701995186
542,at taj,24.2049,23.2857,14.59,29,0,2.96,LY,1701995187
543,harper,4.375,-7.7169,26.62,81,29,3.79,LR,1701995187
544,mantua,45.1667,10.7833,2.25,84,42,0.67,IT,1701995187
545,nadym,65.5333,72.5167,-19.88,97,100,6.74,RU,1701995060
546,kadiri,14.1167,78.1667,21.55,92,98,1.43,IN,1701995188
547,jamaame,0.0697,42.745,25.2,80,5,2.9,SO,1701995189
548,trincomalee,8.5711,81.2335,26.24,83,100,1.47,LK,1701995189
549,bima,-8.4667,118.7167,29.24,72,93,1.82,ID,1701995095
550,nizhnesortymskiy,62.4397,71.7603,-26.75,89,100,5.25,RU,1701995190
551,fortuna,40.5982,-124.1573,11.07,92,75,3.6,US,1701995190
552,douglas,41.3,-96.167,13.48,70,0,5.14,US,1701995191
553,avanigadda,16.0215,80.9181,21.8,86,94,1.9,IN,1701995191
554,island harbour,50.724,-1.2758,9.96,94,100,1.34,GB,1701995192
555,broken hill,-31.95,141.4333,37.9,15,94,14.03,AU,1701995192
556,alavus,62.5833,23.6167,-8.01,94,100,3.83,FI,1701995193
557,coquimbo,-29.9533,-71.3436,15.85,88,100,3.09,CL,1701995193
558,manaure,11.7751,-72.4445,27.39,73,65,7.96,CO,1701995194
559,ndele,8.4109,20.6473,23.56,28,21,1.51,CF,1701995194
560,save,8.0425,2.486,27.08,66,98,2.43,BJ,1701995195
561,mahasamund,21.1,82.1,18.35,92,95,1.6,IN,1701995195
562,ujae,8.9322,165.7642,27.71,84,63,9.86,MH,1701995196
563,mineiros,-17.5694,-52.5511,25.27,48,51,0.91,BR,1701995196
564,magadan,59.5667,150.8,-7.48,91,100,8.28,RU,1701995197
565,arteche,12.2645,125.4048,27.17,87,47,3.89,PH,1701995197
566,anuradhapura,8.3565,80.4173,23.89,95,87,0.67,LK,1701995198
567,shalqar,47.8333,59.6,-10.13,50,100,7.32,KZ,1701995198
568,labytnangi,66.6572,66.4183,-21.7,86,100,3.75,RU,1701995116
569,silver city,32.7701,-108.2803,14.98,25,0,4.12,US,1701995083
